hwid,name,available,location,description,brand,model,os,type
336,Blackberry 9000 (Bold),f,berlin,IMEI: 355256025398271\nSeriennummer: PCB17915001B\nVersion: RIM 4.6\nNotiz: Der Akku lädt nicht mehr  sodass das Gerät nicht mehr angeht. Der Akku sollte gewechselt werden.,Research In Motion,BlackBerry 9000,BlackBerry OS 4.0,mobile
408,Sony Ericsson Xperia X2,t,berlin,IMEI: 35780303082100908\nSeriennummer: CB511ETB6D\nVersion: WinMob 6.5 Professional,Sony Ericsson,X2,Windows Mobile 6.5,mobile
397,HTC 7 Mozart (2),t,berlin,IMEI: 352629040242810\nSeriennummer: HTOALRP02296\nVersion: WP 7.5,HTC,Mozart,Windows Phone 7.5,mobile
319,Samsung Galaxy Tab GT-P1000 (1),t,berlin,IMEI: 352961040685635\nSeriennummer: R7YZA47749\nVersion: Android 2.2\nLadegerät: NT 09,Samsung,GT-P1000,Android OS 2.2,tablet
329,Samsung Galaxy Tab GT-P1000 (2),t,berlin,IMEI:352961040536648\nSeriennummer:R3YZA96546\nVersion: Android 2.2\nLadegerät: NT 10,Samsung,GT-P1000,Android OS 2.2,tablet
293,Dell Streak,t,berlin,IMEI:354000030629184\nSeriennummer:\nVersion: Android 2.2.2\nLadegerät: NT 11,Dell,Streak,Android OS 2.22,tablet
505,LG Google Nexus 4 (1),t,berlin,Nexus 4 (8 GB)\nAndroid 4.2.2\n\nDisplaytyp\t        IPS-LCD\nDisplaydiagonale\t4.7 Zoll (11 94 cm)\nDisplayauflösung\t1280 x 768 Pixel \nPixeldichte\t        318 ppi (Pixel/Zoll)\n\n\nIMEI:355136050690083,LG,E960,Android OS 4.22,mobile
227,HP Palm Veer,t,cologne,Smartphone.\n\nBlue-Box-Inhalt:\n- Phone\n- Stromnetzstecker\n- Adapter\n- Datenkabel\n- Micro-USB-Kabel\n- Induktions-Modul\n\nx. Das Gerät scheint einen Kratzer auf dem Displayzu haben  wenn es eingeschaltet ist. Dieser verläuft diagonal von links unten nach rechts oben.,HP Palm,Veer,webOS 2.11,mobile
508,LG Google Nexus 4 (2),t,berlin,Nexus 4 (8 GB)\nAndroid 4.3\n\nDisplaytyp\t        IPS-LCD\nDisplaydiagonale\t4.7 Zoll (11 94 cm)\nDisplayauflösung\t1280 x 768 Pixel \nPixeldichte\t        318 ppi (Pixel/Zoll)\n\n\nIMEI:355136050664633,unspecified,unspecified,unspecified,unspecified
115,Sony Ericsson XPERIA X10(i),t,cologne,Handy. \n\nZubehör:\n- Klappe\n- Akku\n- Netzteil (USB)\n- USB-Kabel\n\n\nBemerkungen:\n   * WLAN-Unterstützung\n   * Android 2.3.3,Sony Ericsson,X10,Android OS 2.33,mobile
541,Geeksphone peak (1),t,berlin,Ein Firefox OS Smartphone.\nWLAN-Unterstützung.\n\nIMEI-Nr.: 866173010398665\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- Micro-USB-Ladekabel\n- Stromnetzstecker,Geeksphone,peak,Firefox OS 1.0,mobile
523,Sony Xperia Go ST27i,t,berlin,Sony Xperia Go \nDisplaydiagonale:3.5 Zoll (8 89 cm)\nDisplayauflösung:480 x 320 Pixel\nIMEI:352891056255892\nSeriennummer:CB5A1LVD35\nVersion: Android 2.3.7,Sony,ST27i,Android OS 2.37,mobile
551,Leap Motion Controller,t,cologne,http://www.leapmotion.com\n\nZubehör:\n* USB-Anschlußkabel\n\nUser:Sevenval\nE-mail:devicemanagement@sevenval.com\nPassword:Asdfg123,unspecified,unspecified,unspecified,unspecified
534,NT BB-Z10,f,berlin,NT 56\nNetzteil (5V/750mA),unspecified,unspecified,unspecified,unspecified
435,Apple iPad Mini (1),t,berlin,iPad Mini 16 GB 4G+WiFi\n\nDisplaydiagonale\t7.9 Zoll (20 07 cm)\nDisplayauflösung\t1024 x 768 Pixel\n\nIMEI: 990002398891679\nSeriennr.:F4KJR442F19J\nVersion: iOS 6.0.1\n\nUDID:9b9c75b0b781bd9c20069d288ba47fca7424a454\n\n-Ladegerät,Apple,iPad,iOS 6.01,tablet
536,BlackBerry 9700 Bold (4),t,cologne,Smartphone. WLAN-Fähig.\nPasswort zum Entsperren: 8809.\n\nIMEI-Nr.: 359395035163196\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku,Research In Motion,BlackBerry 9700,BlackBerry OS 6.0,mobile
540,BlackBerry Q10,t,berlin,Modell: BlackBerry Q10\nModellnummer: SQN100-3\nOS: 10.1.0.238\nIMEI: 356760051772290\nSeriennummer: 0718-8491-6847\n\nDisplay-Größe: Auflösung B x H 720 x 720 Pixel\nDiagonale Zoll:\t3 1 Zoll \nPixeldichte:\t328 ppi,unspecified,unspecified,unspecified,unspecified
517,Sony Xperia Z,t,cologne,Smartphone mit WLAN-Unterstützung\n\nBlue-Box-Inhalt:\n- Phone\n- USB-Kabel\n- Ladegerät,Sony,Xperia Z,Android OS 4.12,mobile
537,Bereitschafts-Phone,t,cologne,Ein BlackBerry 9000 mit einer T-Mobile Prepaid Karte.\n\nACHTUNG:\nDieses Smartphone sollte erst nach Absprache mit seinem jeweiligen Teamleiter gebucht werdem.\n\nBlue-Box-Inhalt:\n- Phone \n- Deckel\n- Akku\n- Ladekabel\n- SIM-Karte (Diese klebt in der Verpackung),Research In Motion,BlackBerry 9000,BlackBerry OS 4.0,mobile
515,BlackBerry Z10 (2),f,cologne,Smartphone. WLAN-Fähig.\nIMEI-Nr.: 354897051755487\n\nHat sich Roland geschnappt\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Kabel\n- Stromnetzstecker,BlackBerry,Z10/Z30,BlackBerry OS 10.0,mobile
192,Huawei (Vodafone) HSPA USB Stick,t,cologne,HSPA USB Stick\n\nBenötigt eine Sim Karte\n\nInhalt:\n- Stick\n- USB-Kabel\n\nDer Stick ist defekt bzw. hat einen Wackelkontakt. Lässt sich aber nicht mehr wirklich gebrauchen. Wenn man den ausfahrbaren USB-Stecker wieder etwas einfährt  wird der Stick kurz erkannt  kann aber Verbindung herstellen. R.I.P.\n\nDas Stick wurde durch ein neues ersetzt.,unspecified,unspecified,unspecified,unspecified
189,Apple iPad 1 - 3G (64GB),t,cologne,iOS 5.1.1 (5.0) Referenzgeärt !!!! NICHT AKTUALISIEREN !!\n\nTablet. \nUSB-Kabel defekt (denoch funktionsfähig). 11.03.2011\nUSB-Kabel durch ein neues ersetzt. 24.06.2013.\n\nUDID: 8fb87e3ad789a507670e128f7e35869dd439016f \n\nZubehör:\n   * Schutzhülle (Defekt oben rechts (wenn man auf das iPad schaut). Gemeldet von SebastianT (Hat das Gerät für Jonathan abgeholt) 28.6.2011 09:39 Markus\n   * Ladekabel (USB)\n   * Stromnetz-Stecker\n   * Stromnetz-Adapter\n   * Sim-Fach Öffner\n,Apple,iPad,iOS 5.11,tablet
543,BlackBerry 10 Dev Alpha C,t,cologne,Smartphone.\nWLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Smartphone\n- Deckel\n- Akku\n- Ladekabel US\n- Ladekabel EU,BlackBerry,Q5/Q10,BlackBerry OS 10.2,mobile
516,Samsung Nexus 10 (Tablet),t,berlin,Samsung Nexus 10 16 GB + Netzteil (NT 54)\nModel: GT-P8110\nVersion: Android 4.2.2\n\nDisplaydiagonale\t10.1 Zoll (25 65 cm)\nDisplayauflösung\t 2560 x 1600 Pixel\nS/N: R32D2032LSX 16GB\n,Samsung,Nexus 10,Android OS 4.2,tablet
546,Sennheiser EZX 60 Bluetooth Headset,t,cologne,Sennheiser EZX 60 Bluetooth Headset for mobile phones.,unspecified,unspecified,unspecified,unspecified
553,BlackBerry 9300,t,cologne,Smartphone. \nWLAN-Fähig.\n\nIMEI: 353872048820919\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Kabel\n- Stromnetzstecker\n- Netzadapter,Research In Motion,BlackBerry 9300,BlackBerry OS 4.0,mobile
443,Samsung Pixon M8800,t,berlin,IMEI: 356325022206156\nSeriennummer: R3XQC01057B\nVersion:,Samsung,GT-M8800,SHP 5.0 2008,mobile
409,Nokia 5300 XpressMusic,t,berlin,IMEI: 354564014167909\nSeriennummer: \nVersion: Symbian S40 3rd Edition Feature Pack 2,Nokia,5300 Xpress Music,Series40 3.0,mobile
444,Apple iPhone 3GS (11) (16GB),t,berlin,IMEI: 011952002701554\nSeriennummer: 869217XR3NP\nVersion: iOS 4.1\n,Apple,iPhone,iOS 4.1,mobile
224,Nokia C3-01,t,cologne,Feature-Phone\n\nAuf dem Startbildschirm ist der Ovi Browser (eigentlich Nokia Xpress) 2.3.\n\nDer "Build-In" Browser ist im Menü zu finden (Internet).\nOpera Mini unter Menü->Programme->Extras->Sammlung\n\nDort gibt es auch nochmal den Nokia Xpress(Ovi 2.3) und den Nokia Browser (eigentlich Ovi 1.0)\n\nBlue-Box-Inhalt:\n- Phone\n- Akku\n- Deckel\n- Aufladekabel,Unspecified,Mobile,Mobile OS 0.0,mobile
452,Samsung Galaxy Tab 10.1N GT-P7511,t,berlin,Seriennummer: RF2C100GYDR\nSamsung Galaxy Tab 10.1N Android 3.2\nLadegerät: NT 07,unspecified,unspecified,unspecified,unspecified
96,Sony Ericsson W890iv,t,cologne,Rolands EX-Firmenhandy\n\nBestandteile:\n- Handy\n- Klappe\n- Akku\n- Aufladegerät\n- Datenkabel,Sony Ericsson,W890i,W Series 8.9,mobile
306,Motorola Atrix,t,berlin,IMEI:356381041353065\nSeriennummer: L196QLBSBQ\nVersion: Android 2.2.2,Motorola,MB860,Android OS 2.22,mobile
261,MIcrosoft XBOX 360,t,cologne,Spielkonsole\n\nZubehör:\n- XBOX-Konsole\n- Netzteil\n- Stromnetzstecker\n- Kinect-Sensor\n- HDMI - Kabel\n- Controller\n- Anleitung\n,Microsoft,Xbox 360,Unspecified Xbox OS 2.016197,console
449,Portable Mobile Test Unit (PMTU),t,cologne,Unser Testkoffer bestückt mit Adobe Edge Inspect fähigen Devices.\n\nAnleitung Siehe\n\nhttps://ticket.office.sevenval.de/projects/infos/wiki/Gadgetothek_pmtu\n\n* iPad 1\n* iPhone 4\n* Nexus 7\n* Galaxy S2\n* HTC Flyer\n* Desire HD\n* Motorola Milestone\n,HTC,Flyer,Android OS 3.21,tablet
447,MS Surface Tap 1 (32 GB),t,berlin,Seriennummer: 149283124552\nVersion: Windows RT\nBenutzerkennwort: yocyocer\nLadegerät: NT 02\n,Microsoft,Surface Tablet,Windows RT 8.0,tablet
450,Sony Ericsson XPeria X10 Mini Pro,t,cologne,Smartphone. WLAN-Unterstütung.\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- Aufladekabel\n,Sony Ericsson,X10 Mini pro,Android OS 2.37,mobile
446,Samsung Galaxy Nexus (2),t,berlin,IMEI: 35155405109272\nSeriennummer: 014995270400801A\nVersion: Android 4.2.1,unspecified,unspecified,unspecified,unspecified
342,ViewSonic VPAD7,t,berlin,IMEI: 359752035619744\nSeriennummer: SFV114283436\nVersion: Android 2.2.2\nLadegerät: NT04,Viewsonic,Viewpad 7,Android OS 2.22,tablet
451,Nokia C6-01,t,cologne,Nokia Featurephone\n\nZubehör:\nLadegerät\nUSB Kabel,Nokia,C6-01,Symbian Platform 3.0,mobile
315,Samsung Galaxy S i9000 (2) (Unlabeled),t,berlin,IMEI: 354406047047056\nVersion: Anroid 2.3.6,Unspecified,Android,Android OS 2.3,mobile
453,Google Nexus 10,t,cologne,Tablet 10 Zoll. WLAN-Fähig.\n\nBox-Inhalt:\n- Tablet\n- USB-Kabel\n- Adapter\n- Stromnetzstecker,Samsung,Nexus 10,Android OS 4.22,tablet
238,Apple iPhone 4S (1) (16GB) schwarz,t,cologne,iOS 6.0 (6.0) Referenzgeärt !!!! NICHT AKTUALISIEREN !!\n\nSmartphone.\n\nIMEI: 012938003650873\n\nBlue-Box-Inhalt:\n- Phone\n- Stecker\n- Datenkabel\n- SIM-Fach-Öffner,Apple,iPhone,iOS 6.0,mobile
448,Google Nexus 4 (16 GB),t,cologne,Android-Smartphone. WLAN-Unterstützung.\nAndroid 4.3\n\nIMEI-Nr.: 353918-05-195589-2\n\nBlue-Box-Inhalt:\n- Phone\n- Datenkabel\n- Stromnetzstecker\n- SIM-Fach-Öffner,LG,E960,Android OS 4.4,mobile
411,Nokia 5800 XpressMusic,f,berlin,IMEI: 353205033873686\nSeriennummer: \nVersion: Symbian 9.4,Nokia,5800 XpressMusic,Symbian Platform 1.0,mobile
442,Palm Pre P100UEU,t,berlin,IMEI: 35813902021962605\nSeriennummer: P5HUG9Q959PF\nVersion: webOS 1.4.5,HP Palm,Pre,webOS 1.45,mobile
57,HP iPAQ 5550,f,cologne,PocketPC; WLAN-Unterstützung.\n\nDas Gerät fährt hoch und stürzt gleich ab. Das Gerät wurde zwei Stunden aufgeladen und zeigte das selbe Verhalten wie vorher. Wahrscheinlich ist der Akku defekt.,unspecified,unspecified,unspecified,unspecified
561,BlackBerry Z30,t,cologne,Smartphone. WLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Stromnetzstecker\n- USB-Kabel\n\n\nIMEI-Nr.: 356965050681414.\n,BlackBerry,Z10/Z30,BlackBerry OS 10.2,mobile
547,Samsung Galaxy S4 (1) GT-I9505,t,berlin,Seriennummer: RF1D55QZKNE\nVersion: Android 4.2.2\nIMEI: 357377050916486,Samsung,GT-I9500,Android OS 4.22,mobile
554,HTC One,t,cologne,Android - Smartphone.\nWLAN-Unterstützung.\n\nIMEI-Nr.: 35786454210719\n\nBlue-Box-Inhalt:\n- Phone\n- Micro-USB-Daten-Kabel\n- Stromnetzstecker\n- SIM-Fach Öffner,Unspecified,Android,Android OS 4.4,mobile
542,Geeksphone peak (2),t,cologne,Ein Firefox OS Smartphone.\nWLAN-Unterstützung.\n\nIMEI-Nr.: 866173010379616\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- Micro-USB-Ladekabel\n- Stromnetzstecker\n,Geeksphone,peak,Firefox OS 2.0,mobile
548,Samsung Galaxy S4 (2) GT-I9505,t,berlin,Samsung Galaxy S4  GT-I9505\nSeriennummer: RF1D681YV6Z \nOS Version: Android 4.3\nIMEI: 357445052505324,Samsung,GT-I9500,Android OS 4.3,mobile
538,Samsung GT-I9505 (Samsung Galaxy S IV),t,cologne,Samsung Galaxy S4. Smartphone. WLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Datenkabel\n- Stromnetzstecker,Samsung,GT-I9500,Android OS 4.22,mobile
200,ExoPC Slate,f,cologne,Liegt im Glasschrank.\n\nTablet mit dem Linux-Betriebssytem Meego. \nWlan-Unterstützung.\n\nBestandteile:\n- Tablet\n- AC/DC-Adapter\n- Netzkabel\n- US-Stromnetzstecker\n- UK-Stromnetzstecker\n- EUR-Stromnetzstecker,Unspecified,Desktop,Unspecified Desktop 0.0,desktop
256,Samsung GT-I9100 (Samsung Galaxy S II) (2),t,cologne,Android Smartphone. WLAN Unterstützung.\n\nNicht Updaten - Referenzgerät\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Datenkabel\n- Aufladekabel,Samsung,GT-I9100 Galaxy S2,Android OS 2.36,mobile
333,Sony Tablet S,t,berlin,Sony Tablet S 16GB Wifi\n\nDisplaydiagonale\t9.4 Zoll (23 88 cm)\nDisplayauflösung\t1280 x 800 Pixel\n\n\nSeriennummer: 275501200017709\nOS: Android 3.2\nLadegerät: NT 06,unspecified,unspecified,unspecified,unspecified
205,BlackBerry 9000 (4),f,cologne,Smartphone. Das alte Firmenhandy von Susanne.\n\nSevdalinas Firmenhandy.\n\nBestandteile der Blue-Box:\n- Phone\n- Deckel\n- Akku\n,Research In Motion,BlackBerry 9000,BlackBerry OS 4.0,mobile
518,Sony Xperia Z (1),t,berlin,Sony Xperia Z  Android 4.1.2 + Netzteil NT55\n\nSpeicher (intern)\t16 GB\nDisplaydiagonale\t5 Zoll (12 70 cm)\nDisplayauflösung\t1920 x 1080 Pixel\nPixeldichte\t\t441 ppi (Pixel/Zoll)\nIMEI:                   355762052879638,Sony,Xperia Z,Android OS 4.12,mobile
69,Apple iPod Touch (1),t,cologne,iOS 2.2.1 (3.1.1) Referenzgeärt !!!! NICHT AKTUALISIEREN !!\n\nPocketPC. Firmware 2.2.1; WLAN-Unterstützung\n\nUDID: 3fad07b19184236b9ece4525fb86922b06a8d368,Apple,iPod Touch,iPhone OS 2.21,mobile
522,Samsung Galaxy SIII (2) GT-I9300,t,berlin,Samsung Galaxy SIII (2) GT-I9300 + NT39\n\nIMEI:35186905454282701\nSeriennummer: R31C50YMVEW\nVersion: Android 4.1.2\n\nDisplay:4.8 Zoll (12 19 cm) 1280 x 720 Pixel,Samsung,GT-i9300,Android OS 4.12,mobile
312,Samsung Galaxy Nexus (1),t,berlin,IMEI: 351554050778332\nSeriennummer: 0149A35115002010\nVersion: Android 4.2.2,Samsung,Galaxy Nexus,Android OS 4.21,mobile
530,Google Nexus 4 (8 GB),t,cologne,!! !!!!!!!!!!!!!!!!!!!!!!!! ACHTUNG !!!!!!!!!!!!!!!!!!!!!!!!!!\n!!! Smartphone mit UBUNTU OS Version 13.10. !!!!!!!!!!!!!!!!!\n!!! KEIN ANDROID-GERÄT !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\n!!!!!!!!!!!!!!!!!!!!!!!!!! ACHTUNG !!!!!!!!!!!!!!!!!!!!!!!!!!\n\nIMEI-Nr.: 353918-05-745439-5\nS/N: 301KPVH745439\n\nBlue-Box-Inhalt:\n- Phone\n- Datenkabel\n- Stromnetzstecker\n- SIM-Fach-Öffner\n\n\nACHTUNG:\nBITTE KEINE UPDATES VORNEHMEN!\nBEZ. User-Agent. Der Browser des Geräts lässt sich als ein iPhone erkennen.,Apple,iPhone,iOS 5.0,mobile
514,BlackBerry Z10 (1),t,cologne,Dev Alpha C Gerät\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku,BlackBerry,Z10/Z30,BlackBerry OS 10.0,mobile
533,BlackBerry Z10,t,berlin,Modell: Blackberry Z10\nModellnummer: STL100-2\nIMEI: 354897054200093\nSeriennummer: 0716-3839-6063\nOS: 10.0.10.90\n\nDisplay-Größe: Auflösung B x H\t768 x 1.280 Pixel\nDiagonale Zoll:\t4 2 Zoll\nPixeldichte: 355 ppi\n\n,unspecified,unspecified,unspecified,unspecified
121,Apple iPhone 3GS,t,cologne,iOS 4.1 (4.0.5) Referenzgeärt !!!! NICHT AKTUALISIEREN !!\n\nWLAN-Unterstützung.\n\nUDID-Nr.: 86eccea473b3810fbf469f1ff008a370fa532c0f\nS/N: 88920ENX3NP\n\n\nUSB-Kabel defekt (denoch funktionsfähig). 12.04.2012.\nUSB-Kabel wurde ersetzt: 02.11.2012.\n\nBlue-Box-Inhalt:\n- Phone\n- Ladekabel,Apple,iPhone,iOS 4.1,mobile
545,VW Bankey,t,cologne,Bankey.\nAktiv für Zugang 0106849.,unspecified,unspecified,unspecified,unspecified
544,Nokia Lumia 520,t,cologne,Windows Phone. \nWLAN-Unterstützung.\n\nIMEI-Nr.: 357257057912011\n\nBlue-Box-Inhalt:\n- Phone\n- Akku\n- Deckel\n- Micro-USB-Daten-Kabel\n- Aufladekabel\n,Nokia,Lumia 520,Windows Phone 8.0,mobile
509,Asus Nexus 7 (3G),t,berlin,Asus Nexus 7 32GB  3G\n\nDisplaytyp\t      IPS-LCD\nDisplaydiagonale      7 Zoll (17 78 cm)\nDisplayauflösung      1280 x 800 Pixel \nPixeldichte\t      216 ppi (Pixel/Zoll)\nSpeicher (intern)     32GB\nOS: Android 4.2.2\n\nIMEI:                 354400053721480\nSN:                   CCOKBC312266\nSeriennummer:         015d3f19165bec11\n\n,Asus,Nexus 7,Android OS 4.2,tablet
552,Samsung GT-I9505 (Samsung Galaxy S IV) (2),t,cologne,Samsung Galaxy S4. \nSmartphone. WLAN-Unterstützung.\n\nIMEI: 358188055716840\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Datenkabel\n- Stromnetzstecker,Samsung,GT-I9500,Android OS 4.3,mobile
555,MEDION LIFETAB S9714 (MD 98248),t,cologne,Android - Tablet.\nWLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Tablet\n- Micro-USB-Daten-Kabel\n- Stromnetzstecker\n- Schutzhülle,Medion,Lifetab S9714,Android OS 4.11,tablet
20,Nokia N95,t,cologne,  * WLAN-Unterstützung\n\nZubehör:\n- Akku\n- Deckel\n- Ladekabel\n\nBemerkungen: Gehäuserückseite löst sich an den Rändern.\n\nDer Browser lässt sich im Landscape-Modus bringen  indem man unter dem Browser-Menü "Optionen" den Menüpunkt "Bildschirmanz. drehen" auswählt. Das gleiche gilt um wieder zurück zum Portrait-Modus zu gelangen.,Nokia,N95,Series60 3.1,mobile
557,Asus Padfone Infinity + Asus Padfone Infinity Station,t,cologne,Android - Smartphone.\nDockingstation - Tablet\n\nWLAN-Unterstützung.\n\nIMEI-Nr.: 354928051860793 [Smartphone]\n\nBlue-Box-Inhalt:\n- Phone\n- Micro-USB-Daten-Kabel\n- Stromnetzstecker\n- Netzadapter\n- EU - Adapter\n- SIM-Fach Öffner\n- Tablet-Dockingstation,Asus,PadFone Infinity Station,Android OS 4.12,tablet
570,Nokia Lumia 1520,t,cologne,Phablet. WLAN-Unterstützung.\nIMEI-Nr.: 358342050602147\n\nBlue-Box-Inhalt:\n- Phone\n- SIM-Fach-Öffner\n- USB-Datenkabel\n- Stromnetzstecker,Nokia,Lumia 1520,Windows Phone 8.0,mobile
574,Fairphone,t,cologne,Smartphone. WLAN-Unterstützung.\nIMEI1: 359694050210431\nIMEI2: 359694050210449\nS/N: 4010310522\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Kabel\n- Stromnetzstecker\n,Fairphone,FP1,Android OS 4.22,mobile
575,Laptop - Mercedes Benz,f,cologne,Laptop von Mercedes-Benz\n\nInfo: Darf nur von 2 Mitgliedern des Projektes gleichzeitig abgeholt werden.\n\nAbholbar von folgenden Kollegen:\n\n- Wolfgang Seyppel\n- Sarah Luna Weaver\n- Jens Oyda\n- Manuel Schneider\n- Ulrich Schmidt\n- Heiko Juhrich\n- Daniel Ebner\n- Marc Quenteux\n- Marcel Wagner\n- Oliver Lindenlauf\n- David Yasli\n\nInhalt:\n\n- Lenovo Laptop\n- Ladekabel,unspecified,unspecified,unspecified,unspecified
550,Apple iPhone 5C (16GB),t,cologne,iOS 7.0.5 (7.0)\nNICHT AKTUALISIEREN !!\n\nTablet. WLAN-Unterstützung.\nSerien Nr.: C7JL73WFFFTN\nIMEI: 357999051838953\nUDID: 704ae940e7cf44428a430dda2dc10a6a08aa4a96\n\nBox-Inhalt:\n- Phone\n- Stromnetzstecker\n- Ladekabel\n- SIM-Fach Öffner,Apple,iPhone,iOS 7.05,mobile
578,Samsung GT-I9195 (Samsung Galaxy S IV Mini),t,cologne,Samsung Galaxy S4 Mini. Smartphone. WLAN-Unterstützung. IMEI-Nr.: 351886060823678.\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- Ladekabel\n- Stromnetzstecker,Samsung,GT-i9195,Android OS 4.22,mobile
584,Google Chromecast,t,cologne,PC-TV Spiegel-HDMI-Stick\n\nBlue-Box-Inhalt:\n- Stick\n- USB-Kabel\n- HDMI-Kabel\n- Stromnetzstecker US,unspecified,unspecified,unspecified,unspecified
556,Nokia Lumia 925,t,cologne,Windows 8 - Smartphone.\nWLAN-Unterstützung.\n\nIMEI-Nr.: 356717051176534\n\nBlue-Box-Inhalt:\n- Phone\n- Micro-USB-Daten-Kabel\n- Stromnetzstecker\n- SIM-Fach Öffner,Nokia,Lumia 925,Windows Phone 8.0,mobile
560,Apple iPhone 5S (16 GB) (2),t,cologne,iOS 7.0.3 (7.0)\nNICHT AKTUALISIEREN !!\n\nSmartphone. WLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Phone\n- USB-Kabel\n- Stromnetzstecker\n- SIM-Fach-Öffner\n\nUDID: 2faf4c5f05dfe5c2c6e65b3ce3f16d94299c3d20\nS/N: C39LGAZYFFGC\nIMEI: 357998054175132\nEntsperrungs-Code: 8809,Apple,iPhone,iOS 7.03,mobile
558,LG G2,t,cologne,Smartphone. WLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Phone\n- USB-Kabel\n- Stromnetzstecker\n- SIM-Fach-Öffner\n\nIMEI-Nr.: 357246-05-480224-2\nS/N: 309KPAE480224,LG,D802,Android OS 4.22,mobile
580,Samsung Galaxy Note 3,t,cologne,Smartphone. WLAN-Unterstützung.\nIMEI-Nr.: 351776061848537.\nS/N: RF8DC03MGDV\n\n\nBlue-Box-Inhalt:\n- Phone mit Pen\n- Deckel\n- Akku\n- USB-Kabel\n- Stromnetzstecker,Samsung,SM-N900A,Android OS 4.42,tablet
571,Nokia Lumia 720 (1),t,berlin,Smartphone. WLAN-Unterstützung.\nOS: Windows Phone 8.0 (WP 8.0)\n\nIMEI-Nr.: 355911050570760.\n\nBlue-Box-Inhalt:\n- Phone\n- Datenkabel\n- SIM-Fach-Öffner\n- Stromnetzstecker,Nokia,Lumia 720,Windows Phone 8.0,mobile
577,Samsung GT-I8160 (Galaxy Ace 2),t,cologne,Smartphone. WLAN-Unterstützung.\nIMEI-Nr.: 358659051131671.\n\nBei der Buchung zur Google Glass notwendig  bzgl. MyGlass und der Anbindung zur Brille.\n\nBlue-Box-Inhalt:\n- Phone\n- Akku\n- Deckel\n- Micro-USB-Kabel\n- Aufladekabel,Samsung,GT-I8160,Android OS 4.12,mobile
590,Samsung S8000 (2),t,cologne,Smartphone. WLAN-Unterstützung trotzdem SIM-Karte erforderlich.\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- Datenkabel (Auch als Aufladekabel verwendbar),Samsung,S8000,SHP 5.0 2009,mobile
559,Apple iPhone 5S (16 GB)(1),t,berlin,Smartphone. WLAN-Unterstützung.\n\nInhalt:\n- Phone\n- Stromnetzstecker\n- USB-Kabel\n- SIM-Fach-Öffner\n\nS/N: C39LGCH1FFGC\nIMEI-Nr.: 357998056683778\nUDID: 3f07a762f0d4adc66cbe5a72ad2212a1a6143b3c\nEntsperrungs-Code: keiner,Apple,iPhone,iOS 7.02,mobile
591,LG BL40 (2),t,cologne,Smartphone. WLAN-Unterstützung.\n\nBlue-Box-Inhalt:\n- Phone\n- Deckel\n- Akku\n- USB-Kabel\n- Stromnetzstecker,LG,BL40,Unspecified Mobile OS 0.0,mobile
597,Google Glass (XE-C),t,cologne,WLAN-Unterstützung.\n\nSmartphone - Verbindung.\n\nBei der Buchung bitte auch das Samsung Galaxy Ace - HID 577 dazu buchen  bzgl. MyGlass und der Anbindung zur Brille.\n\nBox-Inhalt:\n- Google Glass\n- Gläser\n- Kopfhörer\n- Tasche [Gläser]\n- Tasche [Brille]\n- Micro-USB-Kabel\n- Adapter [Amerika]\n- Karton/Verpackung,Unspecified,Android,Android OS 4.0,mobile
592,Google Nexus 5 (16 GB),t,berlin,Smartphone. WLAN-Unterstützung.\n\nSerien/Nummer: 312KPQJ040388\nIMEI-Nr.: 352136-06-040388-4\n\nBlue-Box-Inhalt:\n- Phone\n- USB-Kabel\n- Stromnetzstecker\n- SIM-Fach-Öffner,LG,Nexus 5,Android OS 4.42,mobile
